gender,age,job,monthly_income,assets,saving_months,saving_amount,deposit_amount,deposit_months
F,99,1,1571,137992,12,219,1885,12
F,22,0,103,2080,24,49,321,6
F,86,1,483,41687,24,72,2202,24
F,93,1,1211,1891,12,205,1743,12
M,30,0,183,10542,24,102,274,3
F,62,1,741,54583,12,133,1067,12
F,48,0,470,40039,1,192,521,3
F,14,0,172,2911,12,30,21,1
M,35,1,1062,109859,12,509,11724,24
M,43,0,231,7469,12,78,471,6
M,19,0,72,874,3,13,30,3
M,35,1,2318,73043,24,1228,28928,24
F,41,0,127,3153,24,45,1158,24
M,35,0,73,3400,1,33,36,1
F,18,0,50,1098,3,6,54,6
F,53,1,1330,184273,12,478,5107,12
F,54,1,1892,3186,12,624,8400,12
M,91,1,2988,133431,24,597,11473,24
F,84,1,2947,120155,24,471,9194,24
F,35,1,2874,38257,12,1465,35177,24
F,15,0,161,2130,24,29,145,6
F,92,1,1308,140565,24,209,2511,12
M,17,1,2631,131926,24,460,10031,24
M,13,0,83,894,24,8,148,12
F,75,1,2631,94367,12,420,7577,24
M,53,1,2071,256632,12,704,8946,12
M,27,0,148,1820,6,75,1704,24
M,84,1,2324,67589,12,255,5298,12
M,11,1,2930,198477,12,353,8386,24
M,17,1,2675,396200,24,374,3412,12
F,98,1,2241,40936,12,313,6454,24
F,50,1,2358,192580,24,943,10752,12
F,30,0,184,4031,3,95,1148,12
M,47,1,1545,174667,12,494,6674,12
M,58,1,2507,122573,12,752,10228,12
M,70,1,2857,270696,12,485,4799,12
F,72,1,2560,229854,12,435,9830,24
F,73,1,2085,123255,12,396,3252,12
F,88,0,463,34120,12,74,1444,24
F,29,0,85,490,12,43,479,12
F,28,0,184,439,3,80,2207,24
M,20,0,182,3304,6,94,2315,24
M,79,1,1703,228244,12,306,7765,24
F,68,1,2621,137185,24,393,5975,12
F,92,1,2989,50477,12,418,7890,12
M,25,1,2213,160537,12,1062,26024,24
F,75,1,1796,39568,12,341,3448,12
F,20,0,158,760,1,83,82,1
M,34,1,998,38322,24,528,5508,12
M,83,1,2752,287420,12,302,6604,12
F,42,1,449,9715,24,148,3340,24
F,49,0,324,16883,12,106,116,1
M,25,1,2231,310589,24,1160,13921,12
M,90,1,1984,119794,12,317,4523,12
M,36,1,2245,136543,24,1144,24784,24
F,11,0,130,1502,1,15,24,1
M,74,1,891,47067,24,142,2566,24
M,90,0,131,9657,6,15,78,6
M,93,1,789,30250,24,118,1609,12
M,47,1,2274,12344,24,864,19647,24
M,74,0,53,4878,12,7,152,24
M,43,0,81,2258,3,27,170,6
M,33,1,1449,116289,12,825,7998,12
F,80,0,211,8484,3,31,164,6
F,94,1,1396,31906,24,223,1675,12
F,78,1,1746,45166,24,279,5866,24
F,56,1,2197,35534,12,790,19509,24
M,90,1,2093,239611,12,376,8539,24
M,55,0,118,1273,3,40,40,1
M,67,0,312,23214,24,31,46,1
F,45,0,261,25009,1,99,2442,24
M,14,0,159,3682,3,26,376,12
M,69,0,91,5900,6,11,65,6
M,56,0,55,4500,1,18,102,6
M,19,0,95,1970,24,10,47,3
F,56,1,601,47897,24,228,5625,24
M,97,1,1669,18230,12,250,3805,12
M,35,1,484,45970,12,227,2787,12
M,96,1,1551,227540,24,248,4094,24
F,56,1,1481,85044,12,592,6753,12
F,84,1,2568,93818,24,462,9861,24
M,85,1,246,14623,24,49,649,24
M,76,1,2120,83285,24,212,3815,12
F,34,0,78,4754,6,37,38,1
M,91,1,2495,55438,12,299,8981,24
F,22,0,122,1863,3,64,790,12
M,37,0,147,1417,6,70,476,6
M,92,1,570,36425,12,91,1778,24
M,43,0,430,11242,12,163,1960,12
M,97,1,2891,57507,12,491,5203,12
F,72,1,602,20214,24,66,1011,12
M,46,1,2328,131881,24,884,10056,12
M,68,1,621,46237,12,93,1341,12
F,97,1,254,27075,12,38,1097,24
F,15,0,192,230,24,20,75,3
F,90,1,1160,90287,12,231,5567,24
M,97,1,2467,292884,24,394,8881,24
F,64,0,35,2221,24,4,75,12
M,34,1,2405,209760,12,1202,12698,12
F,57,1,1165,141097,24,384,11463,24
M,60,0,239,4770,12,26,121,3
F,21,0,162,1121,24,74,80,1
M,94,1,2003,278083,12,360,3605,12
M,77,1,2079,310376,12,332,5987,24
M,47,1,1178,37525,12,435,9612,24
M,99,1,2668,338096,12,426,9604,24
F,53,0,31,2967,24,10,32,3
F,26,0,168,2109,1,85,2136,24
F,33,0,64,4767,24,33,184,6
M,64,1,1721,255162,12,326,4543,12
M,97,1,2388,172573,12,286,4871,12
M,43,0,458,20907,1,155,824,6
F,92,1,2725,161345,24,463,9809,24
F,48,1,1955,219222,12,703,6803,12
F,25,0,76,1003,1,39,911,24
M,73,1,629,56998,12,88,2113,24
M,95,1,1469,119780,12,220,2115,12
M,30,0,146,3412,24,75,1716,24
F,87,1,1317,38438,24,250,4741,24
F,13,0,199,4046,12,32,818,24
F,79,1,507,25974,24,86,912,12
M,16,0,55,871,24,10,27,3
F,74,1,598,19635,24,65,2152,24
M,18,1,1726,24560,12,176,7018,24
M,51,0,59,167,24,20,65,3
M,99,1,1451,29760,12,246,2437,12
F,79,1,1274,101858,24,242,4586,24
M,86,1,1871,10481,12,205,5388,24
M,27,0,134,386,3,66,188,3
M,24,0,152,2516,6,71,1714,24
M,34,0,191,14489,24,82,550,6
F,48,1,432,14941,24,133,4147,24
M,97,1,488,51194,12,97,1756,24
F,28,0,143,1605,12,72,386,6
M,99,1,673,12648,24,107,2745,24
M,21,1,1152,150924,12,483,6773,12
F,48,1,2448,316654,12,954,11456,12
M,17,0,171,426,1,22,395,12
M,65,1,2813,37281,12,393,4050,12
M,44,1,1617,52195,12,565,7567,12
M,59,1,1209,162666,24,362,11896,24
F,38,0,193,9790,3,86,1181,12
M,30,1,430,15704,24,227,4747,24
M,55,1,1630,64979,24,603,6845,12
F,69,1,2144,224721,24,343,8232,24
M,17,1,2101,31259,24,368,4491,12
M,98,1,2954,420504,24,443,6026,12
M,31,0,67,5035,3,30,209,6
M,90,1,1826,144764,24,273,3067,12
M,41,0,226,3563,3,88,501,6
M,61,0,161,4313,6,17,57,3
F,99,0,197,2486,12,29,112,3
F,57,1,1177,150596,24,447,5225,12
M,30,1,499,39983,24,234,3113,12
F,12,0,86,91,3,12,41,3
M,13,1,1370,163005,24,171,5002,24
F,75,1,995,18216,12,189,1313,12
M,59,1,1888,90019,24,717,8609,12
F,49,0,316,31099,6,110,2275,24
F,97,1,2951,277576,12,531,4249,12
F,83,1,1438,57838,24,273,1898,12
F,27,1,2012,221678,24,1126,23178,24
M,94,1,2211,214085,12,287,5041,12
M,54,0,325,12255,1,110,2261,24
M,67,1,568,63866,24,79,2317,24
M,81,1,2817,289619,24,422,8112,24
M,78,1,2182,279454,24,240,8378,24
F,85,1,670,36290,12,100,1286,12
M,43,0,387,1670,24,135,116,1
M,55,1,1760,229142,24,651,16473,24
F,76,1,703,60015,24,105,1602,12
M,90,1,2293,307723,12,343,8254,24
F,100,0,208,7361,24,41,374,12
M,15,1,1769,146461,24,186,7300,24
M,92,1,1795,217684,12,358,6892,24
F,43,1,2965,203556,12,919,12452,12
M,70,1,1413,5984,24,141,5086,24
M,94,1,2091,81686,12,209,6022,24
M,19,1,1936,237777,24,250,3675,12
M,89,1,2866,360587,24,401,5502,12
F,97,1,275,13212,12,54,461,12
M,25,0,23,296,12,10,71,6
F,60,1,2184,100509,24,371,4979,12
F,26,0,93,1135,6,49,557,12
M,71,1,2093,256616,12,293,5023,12
F,27,1,1340,149340,24,683,7557,12
M,92,1,931,44976,12,176,1564,12
M,75,1,2284,189849,24,342,3014,12
M,97,1,922,25173,24,156,1548,12
M,35,1,1906,118444,12,972,10749,12
F,67,0,38,1727,6,6,72,12
F,49,0,76,2987,6,25,24,1
F,61,1,960,120410,24,124,1727,12
F,38,1,2543,99384,12,1246,14647,12
F,34,1,1276,44354,24,689,15311,24
M,91,1,580,20795,12,81,1531,24
M,45,0,454,18068,12,172,789,6
M,20,1,1354,167730,24,731,8611,12
M,82,1,2050,261084,12,348,5904,24
F,79,1,1184,74872,12,142,2273,12
M,69,1,1360,78638,24,299,2447,12
F,37,1,2531,343904,24,1113,29764,24
F,66,0,63,4406,24,9,10,1
M,18,0,136,2850,6,18,290,12
M,33,0,131,6751,12,66,60,1
F,48,0,164,14352,24,50,767,12
F,53,0,35,1983,1,11,79,6
M,70,1,286,12576,24,48,411,12
M,23,0,69,1583,12,38,455,12
M,87,1,2612,79030,24,365,8776,24
M,84,1,2830,324497,24,424,12225,24
F,47,0,197,17409,12,61,732,12
M,28,0,66,523,3,34,411,12
F,99,1,1200,37600,24,227,4319,24
M,82,1,2385,70591,12,381,6296,12
F,62,0,285,22779,6,45,957,24
M,82,1,2119,243227,24,254,3559,12
M,54,1,1412,99957,24,522,5930,12
M,77,1,2930,303043,12,498,14767,24
F,74,0,220,21428,6,35,85,3
F,31,0,121,5630,24,64,61,1
F,99,1,1468,142644,24,249,3699,12
F,90,1,2907,197971,24,494,10465,24
F,46,1,791,102361,12,276,2942,12
F,58,1,1290,46240,12,490,11455,24
M,27,1,2938,394380,24,1322,16922,12
M,93,1,196,14903,24,19,658,24
F,15,0,130,2172,1,13,597,24
F,73,1,2946,354484,24,530,10605,24
F,38,1,2389,66266,12,1194,14333,12
M,78,1,771,49147,24,107,1387,12
F,74,0,498,18416,3,94,478,6
F,56,0,139,228,3,54,283,6
F,33,1,987,62414,12,513,5211,12
M,69,0,335,24572,3,73,60,1
M,86,1,2637,168184,24,263,5063,12
F,20,1,365,14949,24,197,2189,12
F,58,1,2925,259349,12,1023,12986,12
M,96,1,2883,420151,12,403,10378,24
F,17,0,109,1976,6,20,113,6
M,89,1,2020,41298,24,202,3393,12
M,20,0,67,267,3,36,787,24
M,74,1,1331,45679,24,226,2715,12
M,68,1,1948,260809,24,370,3272,12
F,65,0,349,31326,3,45,670,12
M,65,0,217,14515,24,30,30,1
M,56,1,697,7398,24,216,6858,24
M,63,1,890,30721,12,124,1601,12
M,40,0,426,37957,3,136,843,6
F,32,0,127,7580,1,64,746,12
M,68,0,474,27020,3,90,255,3
M,89,1,2111,70710,12,274,6586,24
M,64,0,381,12960,24,45,320,6
F,64,1,2373,163210,24,332,3132,12
F,49,1,1222,128836,24,378,4545,12
M,13,0,81,935,1,8,145,12
M,26,0,22,284,12,10,129,12
M,48,1,2407,333274,12,698,10398,12
M,72,1,672,79397,24,87,2096,24
F,86,1,2016,181476,12,302,3144,12
F,93,1,536,47403,24,101,964,12
M,61,1,2274,52468,12,295,5730,12
M,89,1,2030,246019,12,223,7795,24
M,17,0,196,3582,6,24,470,24
F,63,1,425,4029,12,63,1019,12
M,46,0,315,18897,12,110,1474,12
F,50,0,416,12871,6,120,1697,12
F,18,0,104,1084,12,15,91,6
F,61,1,1064,113749,12,148,3575,24
M,52,0,190,16007,6,62,58,1
F,44,1,2063,282851,12,742,13863,24
F,17,0,31,494,24,3,35,6
F,19,0,150,208,1,28,27,1
F,95,1,1065,85800,24,170,4089,24
M,41,0,219,13598,24,74,83,1
F,42,1,1223,88663,12,464,11740,24
M,68,0,147,11151,24,23,20,1
M,95,1,222,25735,12,24,346,12
M,16,0,103,792,3,20,180,12
M,24,0,38,166,12,16,246,12
M,19,0,85,174,12,8,367,24
M,86,1,2795,96993,12,447,3354,12
M,57,1,2993,203986,24,1167,27296,24
M,51,1,1006,122244,12,331,4225,12
F,20,0,181,1918,24,90,521,6
F,80,1,2324,165072,12,325,5298,12
F,87,1,1884,242172,24,339,3165,12
M,56,1,1405,166947,24,491,6069,12
F,54,0,164,11270,1,59,669,12
M,60,1,215,5846,12,21,722,24
M,51,1,2293,241846,24,825,18160,24
M,61,0,474,27131,1,56,2275,24
M,90,1,2614,236556,12,339,9410,24
M,61,1,2296,162178,12,252,9367,24
F,21,0,193,1907,6,94,1111,12
F,24,0,176,3852,1,93,1098,12
M,41,0,388,24598,3,155,131,1
M,99,1,278,36395,24,38,1067,24
F,28,1,1192,170892,24,595,6579,12
F,49,0,193,11828,3,71,949,12
F,46,1,2809,217085,24,1011,22921,24
F,40,0,398,32467,6,151,119,1
M,88,1,2499,194447,24,499,8996,24
F,55,0,44,4343,3,14,105,6
F,87,1,1508,130111,24,226,2714,12
F,11,0,158,494,12,29,236,12
F,27,1,239,28679,24,112,2925,24
F,39,1,1259,125536,12,629,16316,24
M,99,1,1645,106783,24,164,2171,12
M,55,0,464,27225,6,148,153,1
F,44,1,2917,330135,24,904,13301,12
F,27,1,2742,56064,24,1370,15793,12
M,34,0,122,11733,3,64,63,1
M,93,1,844,2581,24,109,3848,24
F,26,1,1985,23013,12,952,25249,24
M,14,0,80,963,3,11,97,12
M,45,0,219,12078,12,85,486,6
M,57,1,905,122415,12,343,7384,24
F,83,1,2666,227266,24,426,8317,24
F,61,1,2133,22531,12,341,9214,24
M,15,1,1585,208198,12,207,5041,24
F,89,1,926,120590,24,157,4667,24
F,20,0,79,1663,12,33,241,6
M,11,0,163,744,6,24,125,6
M,61,1,2883,135897,24,547,5881,12
M,82,1,2784,405557,12,556,7349,24
M,98,1,461,65373,24,73,1438,24
F,74,1,2750,161557,12,467,10559,24
F,83,1,1370,147583,24,260,5589,24
F,51,0,354,3030,24,113,141,1
M,23,1,622,6459,24,310,7463,24
M,31,1,2692,212064,24,1292,15828,12
M,44,0,373,19023,6,145,402,3
M,49,1,2921,75828,24,1080,12268,12
M,87,1,2594,204165,12,363,9338,24
F,20,0,153,3150,24,74,67,1
F,75,1,2577,194295,24,489,10514,24
F,55,1,2283,31446,24,684,18081,24
F,60,1,292,33587,24,37,1051,24
F,49,0,189,15110,12,79,77,1
F,51,0,24,2079,1,6,7,1
M,92,1,274,16070,24,46,854,24
M,33,0,200,7570,6,93,99,1
M,87,1,2138,230737,24,363,4874,12
F,60,1,2896,45165,12,550,11815,24
F,56,1,2086,16904,12,750,10012,12
M,53,0,384,1912,1,119,829,6
M,41,0,427,40866,24,128,422,3
M,42,1,1195,52266,12,370,9751,24
M,90,1,1862,278044,12,279,2457,12
M,32,0,138,3196,12,71,206,3
F,86,0,153,3693,24,19,275,12
F,12,1,2074,232334,12,265,5719,24
M,20,1,2045,303469,12,981,22576,24
M,87,1,513,50116,24,107,1108,12
F,70,1,2462,279418,24,320,6499,24
M,63,1,1415,61133,24,226,4754,24
M,75,1,1186,82338,12,154,1992,12
F,22,1,1774,140639,24,975,11069,12
M,73,0,62,1007,12,9,133,12
M,10,1,255,3839,24,37,952,24
M,86,0,396,38975,12,51,154,3
M,93,1,857,93280,24,119,1748,12
F,42,1,662,32912,12,244,5719,24
M,86,1,501,23890,24,95,901,12
M,14,1,188,6174,12,30,292,12
F,11,0,25,474,24,4,81,24
F,96,1,812,65323,24,129,1559,12
F,31,1,1525,68986,24,747,9149,12
F,63,1,410,43146,12,53,1475,24
M,10,0,174,953,12,26,258,12
F,78,1,1085,18454,24,173,2083,12
F,71,1,1243,109093,24,136,5369,24
F,87,1,2021,253637,12,282,4365,12
F,15,0,64,462,1,9,74,6
M,35,1,999,137187,24,499,11508,24
F,89,1,2292,309497,12,343,6600,24
M,92,1,678,70964,24,128,1301,12
F,75,1,1021,90654,12,173,4165,24
M,79,1,2902,193141,12,609,4527,12
F,66,1,1315,135790,24,170,3471,12
F,17,1,774,97203,24,123,3006,24
F,53,1,1146,56026,12,366,9626,24
M,20,0,59,665,3,28,180,6
M,31,0,111,7227,12,55,339,6
M,35,1,2149,227581,24,1053,23724,24
F,95,1,2072,280969,24,290,6464,24
F,19,0,53,1185,3,8,110,12
M,27,0,42,941,6,22,120,6
M,42,1,2059,21770,24,617,9141,12
M,88,1,1657,50558,12,215,2386,12
M,34,0,29,247,1,13,361,24
M,83,1,1585,229199,24,253,3233,12
F,45,1,492,37008,12,182,4487,24
M,31,0,94,1529,6,45,552,12
M,58,1,1920,287513,12,671,15667,24
M,90,1,2548,77390,24,356,5503,12
F,20,0,67,1395,24,32,184,6
M,70,1,2812,247247,24,309,4049,12
M,32,0,31,830,6,16,15,1
F,64,1,2200,61671,24,351,3432,12
M,28,0,146,2480,12,84,1822,24
M,43,1,2370,74538,24,829,21045,24
F,74,1,877,92407,12,140,2525,12
M,62,1,872,93192,12,148,1569,12
F,88,1,2351,323324,24,470,3949,12
F,77,1,2016,122422,24,241,10160,24
F,80,1,2402,71652,24,312,9800,24
M,55,1,1547,203347,12,417,15222,24
F,100,1,1014,117413,24,162,1703,12
M,63,1,2976,271441,24,476,7856,24
M,57,1,1338,116349,24,441,5459,12
M,78,1,401,16795,12,60,914,12
M,72,1,1799,75221,12,251,8203,24
F,80,1,1928,116855,24,231,2544,12
F,14,0,129,316,6,18,74,3
F,90,1,424,25835,12,67,1221,24
M,89,1,2324,217847,12,302,4462,12
M,34,1,2982,113638,12,1401,18249,12
F,49,1,2247,332576,24,808,8089,12
F,23,1,870,93474,12,452,10022,24
M,83,1,2457,40888,12,393,7076,24
F,75,1,1604,141518,24,240,5774,24
F,85,1,857,36439,12,145,1542,12
F,98,1,715,25953,12,100,1201,12
F,47,0,285,6861,12,96,2462,24
F,98,1,1529,26821,24,198,2935,12
M,94,1,2357,321237,12,447,4808,12
M,40,0,239,10025,3,64,889,12
F,12,0,95,1721,12,17,12,1
M,72,1,221,33134,12,37,1113,24
F,100,1,1302,96621,12,208,4374,24
M,28,0,175,870,1,87,1007,12
F,58,1,468,822,12,173,3594,24
F,34,0,61,2289,1,29,182,6
M,84,1,470,14959,24,70,1127,12
F,63,0,35,2856,1,6,13,3
F,94,1,607,10170,24,91,946,12
F,19,0,69,530,24,7,64,6
F,93,1,1152,144313,24,230,1935,12
M,30,0,173,6506,24,81,1017,12
F,32,0,176,7764,6,80,89,1
F,21,0,44,627,24,21,570,24
M,94,1,482,22164,24,86,1098,12
M,82,1,867,67613,24,156,3537,24
M,32,0,117,9584,1,57,179,3
M,38,1,2811,22226,12,1546,34406,24
F,56,0,70,5050,3,25,25,1
M,27,0,82,382,24,40,260,6
M,45,1,2454,74065,24,957,10306,12
M,88,1,1881,71534,24,338,2708,12
M,15,1,1696,31507,24,321,3892,12
M,93,1,389,14226,24,73,1213,24
F,57,1,297,20638,24,92,2423,24
M,91,1,217,528,24,32,937,24
M,65,1,1305,78799,24,221,2505,12
F,44,0,24,1062,1,6,7,1
M,78,1,1880,63792,24,263,6767,24
M,22,1,1863,35944,12,950,12072,12
M,56,1,2149,218516,24,773,18567,24
M,27,0,86,604,1,43,1052,24
M,71,1,2881,162049,12,460,7605,24
F,84,1,2579,37673,12,386,8665,24
F,11,0,111,1172,1,15,289,24
F,61,1,2943,312888,12,618,9182,24
M,87,1,1325,58228,12,159,5405,24
M,47,0,327,22875,24,107,392,3
F,42,0,491,6718,1,211,1031,6
M,44,0,453,30388,6,158,896,6
M,26,0,59,503,24,25,191,6
M,89,1,2513,259350,12,477,7840,24
F,94,1,2369,78350,12,260,7959,24
M,91,1,307,9939,12,49,1252,24
M,82,1,1184,77832,12,260,3978,24
M,99,1,1176,16220,24,199,1552,12
M,22,0,72,998,12,37,107,3
M,15,0,174,684,24,29,108,6
M,58,0,93,8944,12,32,92,3
M,89,1,2709,126505,24,297,3575,12
M,75,1,2821,349134,24,479,9478,24
M,75,1,1196,113499,12,179,1865,12
F,16,0,43,280,1,7,6,1
F,99,1,638,87515,12,121,2756,24
M,21,0,88,1465,12,46,538,12
F,65,1,287,31136,24,40,1239,24
M,94,0,21,1761,12,2,2,1
F,13,1,1746,9061,12,199,4801,24
F,65,1,1072,67205,12,160,2830,24
M,72,0,455,14295,1,59,204,3
M,46,1,1003,31189,24,371,8184,24
F,59,1,619,68748,12,191,2896,12
F,83,1,2926,422981,12,497,4564,12
M,81,1,860,30269,24,154,1547,12
F,34,0,69,3024,3,35,894,24
F,65,1,2935,153699,24,381,5282,12
M,77,0,448,40196,12,53,228,3
M,52,1,2070,17511,24,786,16891,24
F,72,1,2102,237303,24,336,3783,12
M,21,0,139,2570,24,69,817,12
M,85,1,2083,218090,12,291,8998,24
F,39,1,719,98076,24,337,8282,24
M,26,1,507,23635,24,268,2859,12
F,74,1,1803,144248,12,252,3029,12
F,91,1,1042,22516,24,187,5001,24
M,60,0,151,702,12,18,72,3
M,69,0,352,13559,3,56,591,12
M,59,0,291,21243,1,93,314,3
M,36,0,77,2107,1,36,217,6
F,92,1,431,18966,12,51,2068,24
F,84,1,577,25219,12,98,2077,24
M,24,1,1394,29597,24,669,8698,12
F,53,0,67,5982,1,24,68,3
F,32,0,193,16899,6,102,100,1
F,56,1,2334,16013,24,863,20165,24
F,25,1,2799,368019,12,1371,33587,24
F,15,1,499,5962,24,88,1547,24
F,75,1,569,67720,12,96,819,12
M,93,1,298,25936,24,53,572,12
F,35,1,1139,163861,12,512,14214,24
F,26,0,32,334,12,17,161,12
M,71,1,2500,68788,12,325,8999,24
F,61,1,1666,7647,12,316,6797,24
F,23,0,73,1223,1,35,214,6
F,66,0,246,21231,3,36,177,6
F,20,1,1098,124803,12,592,12385,24
F,18,0,111,222,3,17,283,24
F,89,1,1398,141014,12,265,5032,24
F,54,1,1440,6517,12,532,10713,24
F,78,0,125,5184,1,22,23,1
F,20,0,39,370,12,17,119,6
F,79,1,1046,113752,24,188,2008,12
M,42,1,786,38588,12,267,3301,12
F,65,1,2501,71274,24,400,4201,12
F,33,1,447,33809,12,210,2896,12
M,23,0,157,2221,6,86,433,6
F,25,0,156,2262,6,74,1722,24
M,32,0,157,7143,24,75,235,3
M,98,1,2651,327168,24,450,3817,12
M,65,0,170,12712,3,25,81,3
M,50,0,419,16010,6,142,1659,12
M,43,0,448,3651,12,197,2365,12
M,55,1,2856,189082,24,1028,21248,24
F,99,1,1003,100883,12,130,2647,24
F,96,1,2387,238173,24,262,3437,12
F,17,1,2755,29504,24,368,10531,24
F,51,1,704,55901,24,288,3210,12
F,48,0,467,44690,24,163,3922,24
F,53,1,684,63608,12,246,5745,24
F,42,1,1478,128993,12,502,12415,24
F,64,1,1197,16038,24,155,4883,24
F,53,1,378,9066,12,143,1360,12
M,64,0,252,10348,24,35,35,1
M,67,1,1200,151731,12,144,3168,24
M,93,1,2265,322170,24,271,3533,12
F,69,1,573,73769,24,74,1031,12
M,70,1,2017,154067,24,302,2662,12
M,11,1,1090,68550,24,136,2478,12
M,96,1,2658,280977,24,372,5741,12
F,48,1,776,33694,24,349,6890,24
F,70,1,488,10030,24,73,1639,24
F,38,0,67,2694,1,36,196,6
M,75,1,1722,105256,24,292,2892,12
F,35,1,1318,7081,12,672,7907,12
F,28,0,62,497,12,32,31,1
F,76,1,438,61580,24,70,525,12
F,73,0,71,3196,6,12,7,1
M,73,1,243,10260,24,24,1283,24
F,83,1,2764,43601,12,304,15920,24
F,81,1,1529,170617,12,214,1834,12
M,48,0,375,1185,24,142,787,6
M,25,1,2114,135977,12,1099,24860,24
M,38,0,56,1112,24,31,24,1
M,72,0,370,11796,6,59,1243,24
F,73,1,812,40579,12,146,2728,24
M,67,1,653,41550,12,124,1880,24
F,13,0,47,128,1,6,7,1
M,88,1,1137,91584,12,204,4366,24
F,99,1,2147,246600,12,364,7729,24
F,100,1,2639,389793,24,343,11400,24
F,98,1,247,10246,24,32,1304,24
F,79,1,2900,191365,12,492,8352,24
F,24,1,2268,149873,24,1088,28848,24
F,75,1,2455,179596,24,343,3535,12
M,32,0,27,2403,24,14,77,6
F,36,0,141,6659,12,73,431,6
M,92,1,1569,184684,24,172,7531,24
M,76,1,604,66988,12,90,2029,24
F,10,0,184,4009,3,24,176,6
F,79,1,717,44489,12,107,3613,24
F,35,1,652,20734,24,339,8762,24
F,47,0,161,4981,6,61,198,3
F,66,0,274,23155,24,38,986,24
M,33,1,1653,165026,12,793,9521,12
F,79,1,1212,89261,12,181,4072,24
M,63,1,1482,102431,12,177,2667,12
F,26,1,2410,138184,24,1325,15327,12
M,82,1,2341,78001,12,304,5056,12
F,76,1,2929,39285,24,380,7029,12
F,18,0,110,2197,6,19,34,3
M,30,1,716,83576,12,343,3694,12
M,27,0,156,1168,6,79,248,3
M,10,0,20,147,1,2,44,12
F,58,1,1629,48135,12,635,7428,12
M,87,0,329,17975,1,49,62,1
M,46,1,1655,185919,24,661,13107,24
F,96,1,352,30849,12,70,591,12
M,73,1,2551,48646,12,331,6122,12
F,90,0,216,3072,3,38,673,24
F,30,0,130,10521,1,72,59,1
F,93,1,1663,95231,12,299,8381,24
M,94,1,756,16051,12,83,1360,12
F,68,1,505,9328,24,60,1696,24
F,46,1,2987,333431,24,925,24373,24
F,63,1,1371,12012,12,260,1974,12
M,25,0,30,80,12,14,15,1
F,70,0,30,861,1,4,115,24
F,61,1,2577,78783,24,463,4020,12
M,70,1,2244,11135,24,246,4577,12
F,77,1,246,5396,12,27,1003,24
F,51,0,475,1743,6,161,2279,12
M,47,1,2381,291602,24,928,9428,12
F,65,1,818,8560,12,130,1079,12
F,33,1,743,21890,24,341,4279,12
M,75,1,2158,174562,24,280,10876,24
M,77,0,156,5553,12,29,159,6
M,65,1,2244,323909,12,381,7539,24
M,32,0,141,3171,6,66,74,1
F,28,0,53,295,1,26,133,6
M,31,0,68,6645,3,29,750,24
F,18,1,2253,171373,12,283,3330,12
M,54,0,326,18551,12,110,117,1
F,28,0,161,2649,12,74,78,1
M,38,0,70,5755,3,32,102,3
M,37,1,475,55404,12,237,6269,24
M,47,0,489,9058,12,171,513,3
F,20,0,82,525,24,37,472,12
M,47,0,103,967,24,33,31,1
F,12,0,24,26,12,4,29,12
F,79,1,1686,49842,24,252,6474,24
M,79,1,2970,428467,24,386,10691,24
F,94,1,2681,320958,12,509,5147,12
M,93,1,788,47416,12,126,1040,12
M,97,1,2333,91730,12,279,10638,24
M,30,1,2146,22885,24,1008,12618,12
F,77,1,1256,121090,12,175,3617,24
F,54,0,210,15881,6,83,188,3
M,54,1,1283,138047,12,397,5542,12
M,16,0,158,204,24,23,164,6
F,48,1,2640,99912,24,1003,21542,24
F,74,1,2497,77858,24,399,8389,24
F,67,1,1081,146589,12,183,2205,12
M,30,1,555,70738,12,283,6793,24
F,51,1,797,93441,24,239,6312,24
F,33,1,603,23221,24,295,3762,12
F,73,1,1503,128934,24,210,4148,12
M,11,1,2238,210463,24,409,6784,24
F,43,1,1455,106829,12,538,5936,12
F,59,1,1510,209472,24,452,12683,24
M,42,1,195,18786,12,76,1497,24
M,75,1,416,30107,12,83,948,12
M,29,0,78,492,6,40,992,24
F,54,1,430,2110,24,128,1496,12
M,18,0,187,3421,3,28,542,24
F,68,1,2620,233954,12,366,3458,12
M,53,0,407,30734,12,158,879,6
F,27,0,133,1924,12,66,797,12
F,44,1,2388,234016,24,883,18339,24
M,17,1,1951,265902,12,241,5823,24
F,91,1,1244,31051,12,211,2388,12
M,40,0,470,29882,24,145,4511,24
F,39,1,1575,49897,12,866,8504,12
F,99,1,985,32488,24,137,2245,12
M,14,1,2449,285382,24,298,8086,24
F,25,1,2933,44619,12,1466,18653,12
M,24,0,100,663,3,51,329,6
M,51,1,2201,182726,24,814,10036,12
M,19,0,67,1083,12,6,27,3
F,66,0,202,15438,1,26,339,12
F,44,1,287,19473,12,97,757,12
F,91,0,242,5407,1,48,929,24
M,32,0,62,2316,24,34,401,12
M,13,1,2370,301676,12,451,3854,12
M,88,1,479,60917,12,81,977,12
M,73,1,2202,21812,24,330,4227,12
F,15,0,88,790,6,12,11,1
F,85,1,1190,53199,12,190,3712,24
F,48,1,2094,242818,12,732,17589,24
F,46,0,122,228,3,40,936,24
M,72,1,295,41990,12,41,1345,24
M,32,0,191,7982,1,93,303,3
F,52,1,722,59665,24,216,6238,24
M,25,0,25,287,12,11,12,1
M,23,0,191,885,24,99,1168,12
M,22,0,156,1020,1,84,1946,24
M,78,1,1622,43044,12,194,2919,12
