gender,age,job,monthly_income,assets,deposit_months,deposit_amount,saving_amount,saving_months
M,20,0,532,151689,24,5616,244,6
F,50,1,2475,1912808,18,21078,1055,12
F,32,0,505,252966,18,2880,229,18
F,64,1,1496,991369,18,10620,660,12
F,22,0,687,213663,18,4194,275,1
F,41,1,965,925499,18,7128,440,30
M,28,0,95,92636,24,1080,41,3
F,50,1,2060,1975113,30,23100,684,30
M,40,1,2102,755349,30,27660,993,24
F,27,0,422,203715,24,4992,190,12
F,60,1,2812,1867478,30,30900,1131,30
F,45,0,567,450212,6,1392,177,3
M,56,1,364,199573,30,4740,180,18
M,34,0,328,225697,3,405,107,3
M,61,1,2419,1153803,30,28470,808,18
M,43,0,612,434802,1,285,204,6
F,42,1,2151,1646576,30,24480,841,24
F,53,1,846,22039,18,2322,97,12
F,29,1,2405,38195,24,9000,419,24
F,20,0,32,12721,12,120,10,3
F,46,1,2347,1195067,24,21816,1042,12
M,61,0,470,250588,12,2688,230,24
F,41,0,126,76629,1,42,47,3
M,36,0,235,142245,3,339,96,3
M,30,1,2385,655277,18,20340,1055,12
M,33,0,98,36102,6,186,39,1
M,57,1,1770,1491161,30,19590,712,24
M,44,1,1285,676457,24,10920,481,12
M,23,0,281,224265,1,88,90,24
F,59,1,1821,409750,30,24630,618,18
F,27,0,679,496519,24,6984,236,6
F,55,0,132,79740,24,1320,65,1
F,25,1,1148,354440,24,13104,410,24
M,35,1,641,319514,24,6984,314,18
F,49,1,1931,1318425,24,19464,636,12
M,34,1,2414,1516086,12,9768,770,18
M,59,1,2016,687043,30,25050,923,12
F,19,0,349,274482,3,387,137,12
M,61,1,1826,443935,18,14472,629,30
F,37,0,590,495445,18,4896,213,1
F,27,0,551,162650,6,1464,266,6
F,26,0,84,10864,18,558,33,1
F,56,1,354,184989,12,1548,140,12
F,58,1,1457,1384534,30,20760,440,30
F,42,1,454,101362,24,5280,171,12
F,42,1,251,151864,24,2112,119,30
F,41,0,89,27241,18,702,39,6
M,23,1,220,114517,18,1440,87,24
F,47,1,741,516269,12,3540,276,18
M,27,0,633,96343,3,717,212,12
M,56,1,1606,711372,24,15048,550,12
F,48,1,2967,693942,18,24516,1359,30
F,35,0,328,177053,12,1812,147,24
F,60,1,2139,1193469,24,20136,706,18
F,50,1,2687,640751,24,30144,1328,24
F,36,0,128,7042,6,264,57,24
M,40,0,674,437338,18,4554,302,1
F,22,0,344,343042,3,438,158,12
F,43,0,23,12819,3,30,10,6
M,46,1,881,164846,24,6960,347,12
M,41,0,198,79567,1,82,62,24
M,23,0,570,105872,18,3294,244,1
M,56,1,1789,744616,18,11826,869,30
M,21,0,554,537001,6,1224,212,3
F,59,1,546,319352,24,4632,224,12
F,43,1,2024,1891135,30,19140,963,12
M,32,0,69,4137,18,558,22,12
M,30,0,462,135578,12,2472,169,1
F,57,1,2872,2867311,18,22464,1291,24
M,39,0,414,224418,18,2916,164,1
M,30,0,478,442354,18,2844,169,18
M,56,1,258,75196,24,2712,104,24
M,34,1,1903,963358,30,28260,939,12
F,53,1,2540,839001,12,13596,1002,12
M,56,0,593,565958,3,606,264,3
M,42,0,362,162765,1,156,165,12
M,51,1,1436,443765,18,12600,487,12
M,38,1,2214,904527,24,18768,961,30
M,42,0,164,97318,12,612,58,6
F,42,1,2937,1396543,12,11928,886,24
F,39,0,483,252979,12,2244,214,6
F,40,0,517,102068,1,235,227,12
F,42,0,336,328376,18,2754,140,24
F,31,0,507,161775,18,3294,173,12
M,31,0,369,364399,12,1440,135,3
M,43,0,390,216055,3,459,147,24
F,57,1,2728,2142688,30,40800,1312,18
F,47,1,1794,1753551,12,7380,578,18
M,43,0,145,112361,3,204,52,18
F,55,1,2290,1502294,18,14544,900,24
F,39,0,358,164175,24,3264,120,12
F,56,0,357,143666,12,1716,161,3
F,56,1,2126,927791,30,30270,789,18
M,51,0,247,89268,1,116,116,24
F,42,0,613,426197,6,1122,244,1
F,53,0,154,74418,6,420,48,6
F,30,0,628,552134,18,5562,269,12
F,46,1,237,153044,24,1992,101,24
M,59,0,659,1481,6,702,107,3
M,26,0,219,126952,6,618,66,18
M,32,0,619,520584,24,6144,224,18
M,48,0,399,76530,1,138,186,18
F,61,0,594,165327,6,1674,206,1
M,44,0,68,2211,6,174,25,18
F,48,1,1902,398154,18,10386,731,24
M,27,0,383,359953,18,2394,155,24
M,54,1,530,111135,24,4008,163,24
F,24,0,578,163888,3,600,240,3
F,49,0,543,368950,6,1074,202,3
M,28,1,1912,1727252,30,17670,666,18
M,62,1,2509,1551197,18,21528,1124,30
F,45,0,444,326131,12,2280,212,3
F,21,0,394,108896,12,2196,170,12
F,62,1,212,116140,24,1584,92,24
F,48,1,1663,309450,18,10944,802,12
F,46,0,270,31613,24,2328,119,6
F,50,0,425,105210,1,159,175,6
F,21,0,525,373779,24,6072,242,24
F,64,1,872,738491,12,4944,408,12
M,43,0,503,482062,12,2328,151,24
F,48,1,2020,17570,30,10530,264,24
F,48,1,2029,1567573,18,18180,691,18
M,44,1,1395,949827,24,14736,663,12
F,42,1,820,292956,18,6678,303,30
F,53,0,106,4425,12,468,40,18
F,48,1,719,366600,24,8352,283,12
M,60,1,1109,17590,12,1632,164,18
F,54,1,1218,985930,12,4548,506,24
M,62,1,1015,634241,12,4548,496,24
F,61,1,905,405669,24,7056,391,18
M,40,0,356,203791,1,167,114,24
M,52,1,1555,39244,18,4158,226,12
F,21,0,214,211380,24,1584,84,3
M,45,1,1244,598617,24,9408,391,30
M,59,1,681,669290,12,3708,264,18
M,58,1,261,87639,18,1872,113,30
M,59,1,2550,333983,12,12180,1082,30
M,30,0,413,361012,3,435,176,3
F,18,0,146,117713,24,1584,58,3
F,29,0,659,643589,6,1350,244,6
F,60,1,1390,460905,24,13176,434,12
M,57,1,507,225373,30,4860,176,30
F,43,1,2039,569878,24,18984,959,18
M,63,1,1595,710600,24,18720,691,30
M,63,1,698,169329,30,6960,264,24
M,40,1,1657,634394,24,16272,649,24
M,39,0,230,141231,12,972,94,3
M,45,1,1214,842609,12,6108,438,30
M,34,1,495,133725,18,4284,191,18
F,23,0,269,32041,24,2376,87,12
M,31,0,125,48963,1,44,55,24
F,34,1,2331,2185623,18,16506,959,24
F,55,1,2509,1468449,12,13248,1032,12
M,22,0,579,58167,1,219,236,3
M,30,0,497,339310,6,1458,175,18
M,26,0,635,334534,12,3312,282,1
F,61,1,1542,583000,18,10854,749,24
M,59,1,2662,600568,18,18972,984,12
M,43,1,2905,2379789,24,34296,940,24
F,30,0,77,32445,6,216,35,18
F,36,1,180,46300,12,1020,81,30
M,34,1,1382,763289,30,17790,505,24
M,33,0,372,263558,6,780,125,12
F,47,0,111,46913,3,108,35,3
M,49,1,2029,2011235,24,24240,836,30
F,31,0,64,45553,18,342,31,1
M,32,1,2853,883899,30,26220,909,24
F,29,0,364,266479,12,1464,154,12
M,54,0,207,116050,24,1656,101,6
F,28,0,484,175250,1,211,232,12
M,22,0,623,118538,3,762,227,24
F,28,1,389,93163,12,1620,130,18
F,51,0,351,148257,12,1332,139,18
M,36,1,2798,110552,30,33930,962,24
F,43,1,1220,1007435,18,10926,606,12
M,43,0,87,76866,6,162,42,24
F,34,0,267,152286,18,2088,89,1
F,48,0,502,57512,18,3276,212,12
M,36,0,609,272982,1,211,258,12
F,61,0,381,366321,18,2826,118,1
M,37,0,433,169491,24,4704,175,6
M,40,0,389,169433,24,4440,123,6
M,42,1,1612,189451,30,19470,562,18
M,45,0,477,238128,6,1320,181,12
F,54,1,1550,79929,18,8928,661,30
M,29,1,641,144969,12,3708,258,18
F,18,0,636,575489,3,876,209,18
F,19,0,325,143134,18,2844,156,6
F,27,1,2185,1462137,12,11664,813,24
F,51,1,1371,215357,30,16800,485,18
M,49,1,1003,922265,12,5556,365,30
M,42,0,232,230689,24,2520,87,1
M,27,0,35,16006,6,72,12,6
M,18,0,160,118764,3,183,61,18
F,49,1,1251,64974,12,6516,376,12
F,54,1,1389,1199495,12,5748,460,30
M,29,1,920,874984,24,10392,431,18
F,35,0,450,85555,6,888,159,6
M,47,1,1374,89204,24,14136,565,30
F,30,0,83,51411,3,108,30,12
M,20,0,251,167586,18,1944,85,1
F,38,0,309,211810,18,1908,133,1
M,59,1,849,345562,30,7710,327,12
M,31,1,1082,347498,24,11160,500,18
F,57,1,1533,318793,12,6636,620,30
F,27,0,190,148623,1,83,71,18
F,19,0,547,15414,18,1440,85,6
F,62,1,1706,1423535,24,16632,804,30
F,54,1,2035,1667583,18,18270,858,18
M,28,0,295,243991,24,2952,138,24
F,18,0,344,145153,24,4104,123,6
M,43,1,2206,2002584,18,15660,747,24
F,59,1,1003,854846,24,9144,403,12
M,30,1,1828,637011,18,11484,707,30
F,45,0,293,222132,18,2376,132,18
F,53,1,2215,82291,18,17568,957,12
M,38,0,375,159523,6,990,126,3
F,27,0,557,94654,18,3780,258,1
F,29,1,2151,695735,12,8892,979,24
M,63,1,2294,1298338,12,8604,1090,12
M,44,0,569,539281,12,2160,261,24
M,20,0,491,269434,18,2844,219,24
M,45,0,91,437,24,240,10,6
M,19,0,245,104431,6,450,103,18
M,45,1,1594,316824,24,14160,600,24
M,48,1,2629,1392663,30,33390,947,18
M,60,1,2082,1644093,30,23610,783,12
F,38,0,538,371574,24,4968,212,18
M,24,0,521,187716,1,199,235,6
F,48,1,1574,288691,30,21180,502,12
F,31,0,188,86363,12,1044,82,18
M,56,0,285,86868,3,294,130,24
F,56,1,2293,608553,18,15768,951,30
F,26,0,100,84723,6,192,38,3
F,40,1,1521,313382,24,11712,703,18
F,29,0,96,34492,18,612,45,24
F,46,1,2945,2796856,18,22968,1141,30
F,55,1,1757,1180696,30,24570,711,24
M,56,0,254,39106,24,2472,120,18
F,39,1,2530,707942,24,28584,1206,30
F,21,0,406,165629,1,179,126,12
F,24,1,1397,851649,30,13200,621,30
M,57,1,1263,211603,12,6420,563,24
F,25,1,373,246465,30,5130,124,12
M,52,1,683,107220,24,4968,240,18
M,26,0,595,498043,12,3096,194,6
F,30,0,595,501294,1,185,226,12
F,56,0,315,139931,12,1560,100,6
M,37,1,2537,671361,12,13680,881,12
M,38,0,693,71308,18,3798,323,18
F,64,1,324,141767,24,2976,123,12
M,36,0,168,15222,3,192,70,1
M,19,0,97,71483,1,44,40,12
M,61,1,432,23200,24,3336,185,12
F,57,1,2102,1130125,18,15192,916,30
F,47,1,1699,577171,18,10746,539,24
F,40,1,461,215325,30,4470,165,18
F,57,1,2047,541067,12,12204,645,24
F,30,0,629,520431,12,2892,304,3
M,50,1,1141,870077,12,6516,417,30
F,49,1,907,402794,18,7272,324,18
M,45,0,531,493379,3,483,261,1
F,41,0,118,53238,3,123,57,6
M,59,1,1569,50668,18,11196,610,18
M,45,0,225,175567,6,456,97,3
F,47,0,539,339174,18,2970,250,1
F,58,1,2016,1992917,18,16236,635,24
M,46,0,24,11404,1,8,10,3
F,51,0,370,293154,18,3132,170,12
M,39,0,529,328158,6,1566,209,6
M,42,0,143,46547,1,67,61,12
M,31,0,646,268811,6,1164,253,18
F,27,0,310,128226,24,2832,141,3
M,27,0,531,247587,24,4608,241,18
M,25,0,269,195730,1,106,102,12
F,31,0,400,123336,6,768,121,24
M,62,1,662,229869,24,6936,296,18
M,55,1,2313,783804,24,25104,1111,30
M,49,1,617,407127,24,7224,220,24
F,62,1,2699,1531339,24,32040,836,24
F,49,0,125,89665,18,846,53,6
F,20,0,132,22996,1,61,64,12
M,37,1,853,525263,12,3900,333,30
F,30,0,298,135966,12,1584,137,18
F,40,1,2852,1479412,12,10380,1251,12
F,36,0,100,12678,12,432,42,12
F,33,0,138,89442,1,52,66,12
M,53,1,1818,831377,12,6864,868,18
F,52,0,523,488078,3,603,195,24
M,64,1,1330,329959,12,7560,583,24
M,64,1,1748,222082,18,14490,742,24
F,24,0,177,50052,6,396,71,6
F,54,1,1826,5967,30,7020,337,12
F,25,1,1680,927399,12,9072,763,30
M,42,0,415,48458,3,414,194,12
M,40,1,1463,1399873,30,16230,462,24
M,27,0,143,1433,24,384,15,12
F,47,0,255,218446,18,1512,80,12
F,50,1,2707,1790440,30,32490,896,12
M,28,0,534,355525,24,5976,242,24
M,52,0,179,177044,18,1170,84,18
F,44,1,2625,94511,12,11652,1073,12
F,20,0,563,119898,18,3798,268,6
M,64,1,2398,1294951,24,24864,917,18
M,25,0,127,90119,6,312,57,1
M,30,0,315,23628,12,1140,97,3
F,59,1,2539,1062197,24,28992,853,18
F,20,0,297,84896,18,2340,90,3
M,37,0,558,253739,6,1326,276,18
F,63,1,435,43247,18,3636,207,30
M,62,0,254,253511,6,696,105,3
M,52,1,713,449966,12,3804,283,18
M,30,0,269,196306,24,2616,109,18
M,37,0,25,19369,18,180,12,6
M,41,1,2362,274036,30,27750,821,24
M,26,0,403,183070,6,972,128,24
M,47,1,1105,254967,12,5652,445,12
F,42,1,536,507860,18,4104,201,30
M,33,1,1527,344150,12,8964,579,12
F,25,1,1536,277798,12,8616,702,30
M,61,1,187,145518,12,816,84,18
M,45,0,583,361319,3,558,259,6
M,29,0,553,426656,24,6096,269,6
M,41,0,478,38060,6,1110,192,6
M,46,1,223,109257,12,1056,79,12
M,32,0,441,163620,3,552,216,6
F,35,1,981,493609,18,8748,304,12
M,24,0,76,33421,12,324,23,1
M,30,0,271,239196,3,360,135,12
F,36,1,1498,114246,24,17136,640,18
F,60,1,1515,172507,18,12096,686,24
F,22,0,419,160626,1,165,143,3
M,43,0,57,50432,24,456,22,1
M,19,0,447,339124,12,1836,210,12
F,50,0,614,590043,12,3156,205,24
F,54,0,122,73834,12,672,48,18
M,42,0,76,25624,18,522,26,6
F,42,0,225,186123,3,276,109,18
M,56,1,891,582099,12,4836,362,18
F,47,0,609,204928,6,1380,184,6
M,58,1,1617,526359,30,17250,599,24
M,21,0,459,345039,24,5304,220,18
F,36,0,84,26557,24,888,39,3
M,44,1,1600,313661,30,22980,720,18
F,64,1,1826,1486001,12,7296,848,30
M,56,1,2041,2007567,12,11952,762,18
F,41,1,2828,1468861,24,32568,1117,30
F,54,1,1520,35606,30,4950,171,12
F,42,0,192,180278,1,82,79,18
F,46,0,91,12184,1,41,30,24
F,48,0,492,250632,12,2268,227,1
M,62,1,2905,2569751,30,29370,1269,12
F,52,1,688,473453,30,9150,228,24
M,45,0,337,209147,18,1980,154,1
M,55,1,1039,604948,18,6480,410,12
F,61,1,2435,3957,18,5724,468,30
M,21,0,38,10088,1,16,15,1
M,45,0,244,216825,1,96,120,6
M,48,1,2834,162886,12,11868,971,24
F,40,0,399,285622,18,2448,135,3
M,31,0,488,360751,3,597,154,1
M,45,0,75,185,1,13,13,18
M,31,1,2139,333797,24,25296,727,12
F,18,0,403,92748,3,402,140,24
F,60,1,2664,731281,18,21600,1325,24
F,49,1,1110,395440,18,8820,408,12
F,58,1,1022,114877,30,10680,355,18
F,35,0,316,303160,3,306,152,3
F,22,0,372,296629,24,3720,156,3
F,59,1,331,216267,18,2556,156,12
F,32,1,1789,1096727,30,18720,892,30
F,59,1,678,674008,30,9870,247,24
F,33,0,467,74011,3,555,149,3
M,53,1,734,430502,12,3336,286,12
F,53,1,1145,867545,24,8304,452,18
M,57,1,2792,2352916,30,29700,1052,24
M,47,1,2457,1220822,18,20826,1086,24
M,55,1,1965,990542,24,21960,850,30
M,40,1,2449,27295,24,7896,330,24
M,28,0,619,32465,6,1464,279,3
M,42,1,282,243587,12,1200,132,30
F,62,1,2423,451897,12,9948,1171,18
M,60,1,296,209950,12,1452,121,30
M,19,0,695,452127,12,3432,276,24
F,52,1,1891,450142,30,25410,657,24
M,64,1,1888,847473,24,15168,936,12
M,41,1,2777,971113,12,12936,1224,18
F,30,1,1283,514640,24,13920,577,30
M,59,1,1885,1085926,12,8280,867,24
F,54,1,2931,1897921,30,43050,1437,12
F,47,1,895,776964,18,6462,406,24
M,28,1,1355,1125841,12,7872,580,24
M,40,1,332,163735,30,3900,163,24
M,63,1,1999,119189,24,20256,635,18
M,45,1,1183,651131,12,5436,526,24
F,46,1,2978,2373029,30,38520,1040,30
F,32,0,655,446120,24,7800,253,6
F,62,1,552,196696,24,5928,270,18
M,20,0,62,47115,18,378,18,18
M,26,0,506,187802,1,219,229,3
M,25,0,621,80714,12,3708,298,12
M,64,1,2982,918030,18,21492,1365,24
M,50,0,580,323290,1,220,206,12
F,51,1,800,291931,12,4128,303,24
F,26,0,89,48271,18,576,34,1
F,34,1,2789,1341284,24,31416,991,12
F,58,1,613,35359,18,5292,208,30
F,18,0,380,32879,24,3312,134,24
M,57,0,90,63612,12,324,31,1
F,22,0,265,198568,18,1530,122,18
F,47,0,395,342342,18,2862,187,12
F,28,0,62,5156,18,486,19,3
M,45,0,69,7860,24,624,31,24
M,55,0,59,9756,12,300,19,12
F,34,0,253,221156,1,106,100,1
M,40,1,1290,1025938,24,14856,460,18
M,35,0,608,86075,12,2508,266,3
F,54,1,453,389520,12,2640,201,30
M,44,1,1408,624792,18,11934,539,18
M,42,1,2647,562304,30,32250,1228,12
M,22,0,574,245921,1,279,226,18
F,36,1,1021,994106,30,9960,480,24
F,44,1,2326,884947,18,17820,1035,18
F,30,0,470,162601,24,3480,150,18
M,24,0,358,8624,18,1080,41,6
F,43,1,1999,1633928,12,11676,756,30
M,31,0,61,51584,6,126,18,6
M,44,1,1068,967169,18,5904,349,24
F,25,0,133,85418,1,51,63,3
F,48,1,1299,177294,24,12696,513,30
M,52,0,226,72522,12,900,112,24
M,44,0,255,253860,24,3024,105,12
F,21,0,476,343584,24,3864,199,18
F,59,1,1906,1753846,18,10656,779,18
M,21,0,459,22633,12,2568,176,6
M,35,1,1996,1146179,30,18990,907,24
F,40,0,394,183658,6,972,151,1
M,49,1,1190,831702,12,5460,507,18
M,29,0,348,271067,18,2304,166,24
M,37,0,254,241559,3,246,85,1
M,64,1,1730,1354433,24,12696,821,18
F,62,1,869,338056,18,7344,300,18
F,29,0,54,40354,18,432,21,24
F,25,0,23,15134,12,120,11,6
M,39,0,165,122461,12,636,58,18
M,44,1,2807,1199227,12,10260,1281,30
F,58,1,1309,514937,18,10872,438,24
M,58,1,592,479579,12,2484,254,12
M,34,0,339,230295,18,2070,139,18
M,49,0,490,195829,12,1932,180,18
F,50,1,1100,323199,12,4608,495,24
M,48,0,311,171292,6,780,111,1
M,23,0,204,144833,18,1278,78,6
F,56,1,836,402135,24,8304,298,12
F,26,0,244,128082,18,1890,99,6
F,59,1,2680,2574980,18,17856,818,24
M,49,0,584,276030,6,1488,211,1
F,53,1,2802,85775,12,11496,1378,12
M,33,1,1989,1025281,24,20760,821,24
F,29,0,30,2185,18,198,11,18
F,58,1,740,459052,24,7416,307,24
F,20,0,111,65138,24,960,43,12
F,44,0,458,194611,24,4776,171,18
M,44,1,2411,1184240,18,16704,764,24
M,26,0,516,157573,12,2556,222,24
M,34,0,91,36220,24,840,34,3
F,63,1,1533,499201,18,9576,667,12
M,22,0,162,112266,18,1296,75,18
F,43,1,2024,1881248,30,22680,871,24
F,38,0,54,12578,12,228,25,3
M,18,0,668,365781,18,5418,212,1
F,18,0,687,463162,1,321,218,12
F,52,1,629,348102,24,6408,295,30
F,26,0,366,241737,1,119,143,12
F,40,1,2463,1617274,18,20988,1101,12
F,55,1,2680,982852,12,12360,1085,18
M,58,1,187,24372,24,1464,57,30
M,21,0,559,83092,1,257,248,3
F,36,0,564,70694,1,175,198,12
F,54,1,835,267840,24,9840,275,24
M,22,0,479,259044,1,197,190,1
F,45,1,271,151249,30,3420,88,18
M,63,1,2737,864861,24,24648,1179,18
M,59,1,1774,534827,12,8976,543,18
F,40,1,1499,276267,24,17712,578,24
F,55,1,380,34545,30,3720,149,30
F,40,0,38,29528,6,78,18,24
M,63,1,608,41638,30,8820,225,12
M,35,0,121,99399,6,288,49,24
F,46,1,1851,1719964,24,13824,786,30
F,45,0,222,162224,1,107,109,18
M,26,1,1204,890919,24,9936,436,30
M,56,1,2189,502161,12,10212,776,30
M,27,0,112,94760,18,864,49,1
M,19,1,423,298165,30,5010,154,18
F,30,0,414,280690,18,3078,181,6
M,55,1,1293,736557,30,13440,403,24
F,44,0,642,517800,1,303,217,12
M,58,1,2889,226197,18,22194,1047,18
M,37,1,2100,286967,24,20640,908,12
M,57,1,1989,345433,30,20130,882,30
M,27,1,2650,2229154,18,19296,1274,30
F,33,1,879,667417,18,7794,356,12
F,32,1,1369,24332,18,2592,178,30
F,30,0,297,4204,24,984,37,18
M,55,1,2620,330491,18,20340,795,30
F,37,1,2788,182112,24,23184,911,30
F,41,1,2157,1330378,12,12804,726,30
F,58,0,269,39963,6,696,132,3
F,24,0,661,66342,18,5580,288,3
M,40,1,2274,544577,30,21930,706,30
M,41,1,2440,1496651,24,22944,829,12
M,46,0,191,72182,12,900,80,1
M,22,0,649,210813,6,1350,258,1
F,60,1,1474,132839,30,18870,588,24
M,62,1,555,472992,24,6144,258,30
M,52,1,2046,777018,18,16704,811,18
M,18,0,440,182704,24,4560,150,18
F,53,1,1885,64469,12,9072,649,18
M,35,0,696,227596,24,5376,221,1
M,23,0,195,77856,1,65,79,6
M,40,1,2583,2084102,24,27288,840,12
M,27,1,233,215262,12,1092,89,24
F,24,0,36,34418,18,180,11,24
F,61,1,1959,1352815,12,7056,671,30
F,25,1,2360,1114050,30,30300,946,30
M,30,0,200,1015,6,186,28,3
M,47,1,264,223144,18,2358,106,18
F,35,0,340,110626,6,852,151,24
M,31,1,1473,209779,18,9018,663,24
F,28,0,43,15947,18,360,20,18
F,59,1,881,454931,12,4800,266,24
M,55,1,2229,770549,30,20310,913,24
F,30,0,185,56725,1,72,62,18
F,59,0,413,210672,6,990,135,12
M,61,1,938,870437,24,10488,358,18
M,50,1,2252,465336,18,17586,763,18
M,30,1,2608,2398453,24,29352,1007,12
F,42,0,456,27509,3,639,183,3
M,41,1,905,631539,12,4068,404,24
M,46,1,1800,1103226,24,19416,762,12
M,53,1,2410,1155173,12,11784,855,12
M,23,0,51,25931,3,72,24,6
M,35,0,585,433018,6,1710,179,24
M,45,0,88,60756,3,108,34,1
M,22,0,398,286367,1,135,129,6
M,35,0,381,15892,12,2256,157,24
M,54,1,889,565693,24,10224,393,12
M,24,0,177,55327,24,1272,69,3
F,26,0,572,156632,24,6816,200,24
F,52,1,2497,1727050,12,13824,861,18
F,29,0,456,329728,6,924,176,24
F,63,1,2974,244769,12,11340,1320,18
M,57,0,502,122626,18,2880,162,24
M,61,1,272,161450,12,1560,82,30
F,56,0,32,18991,6,84,12,1
M,41,0,530,427253,1,182,210,12
M,26,0,477,303196,18,4140,231,1
M,29,0,154,104286,18,846,58,1
M,53,1,2311,2167075,12,9672,1130,12
M,54,1,2661,2508034,18,20592,962,24
F,26,0,193,186436,3,192,78,3
F,56,0,25,11507,3,24,9,12
F,63,1,2899,747766,18,17766,1141,24
F,39,0,267,137159,3,336,114,18
F,34,0,451,198941,24,3360,160,1
F,50,1,566,89317,12,2208,234,30
F,64,1,667,561920,18,5580,246,30
F,41,0,46,43433,24,528,17,6
F,32,1,190,164642,24,1944,72,18
M,46,1,185,164383,30,2370,71,18
M,49,1,659,214374,30,7350,253,30
M,50,1,2812,2219041,24,24048,1374,24
F,46,1,1754,112509,30,24720,855,18
F,32,0,173,163030,18,1512,78,6
F,44,1,494,366257,12,2340,169,12
F,51,1,1689,415927,24,15864,511,24
F,21,0,107,13600,18,936,35,24
F,35,1,2304,1368242,12,12624,975,30
F,38,1,2813,2299631,30,35160,925,30
M,25,0,233,6533,18,468,40,3
M,23,0,685,256465,18,4932,321,12
F,37,0,654,205846,18,5148,234,3
F,19,0,80,21947,12,396,26,6
M,62,1,1079,8684,30,5400,144,18
F,39,0,635,391842,6,1350,290,24
M,38,0,225,77663,18,1224,101,1
F,23,0,355,255160,24,3576,169,6
M,49,1,1896,1469269,24,22392,857,18
M,23,0,333,235535,6,834,124,1
F,30,0,42,6746,18,306,15,1
F,18,0,469,48564,6,1014,213,6
F,39,0,641,201973,18,5022,274,3
F,41,0,546,82525,3,603,226,3
M,58,0,611,456573,6,1128,297,24
M,47,0,507,37589,18,4104,246,3
M,39,1,1379,1269067,24,10032,463,24
F,61,1,2157,2142026,18,18180,988,18
M,29,0,608,277844,18,4230,287,6
M,43,1,1211,788324,12,7032,548,30
F,21,0,90,31855,24,912,41,1
F,36,0,165,38843,24,1224,65,1
M,33,0,262,73893,6,732,97,18
M,29,0,677,592659,3,717,333,1
M,50,0,663,475126,6,1272,212,3
F,38,0,682,666189,1,270,254,24
M,53,1,541,443158,24,4176,200,18
F,26,0,655,225786,18,3942,306,24
F,56,1,1746,493324,18,11934,728,24
F,59,1,1273,534727,24,12360,424,18
M,62,1,2449,301053,18,20466,910,18
F,25,0,661,640100,12,3912,248,12
M,37,1,969,575401,12,5352,422,24
F,27,0,44,40150,3,60,18,1
M,49,0,447,401209,24,4584,154,6
M,45,0,44,20758,24,312,16,1
M,27,1,1141,507100,18,9252,358,24
M,25,1,2259,2141504,12,11724,1110,30
F,64,1,397,982,12,576,58,18
M,50,1,2943,1403817,30,28590,1396,30
F,64,1,2149,1923740,12,10740,996,24
F,30,0,581,506904,18,3348,182,24
F,61,0,278,60520,3,285,114,12
F,52,1,1515,282363,18,11376,583,24
F,46,0,696,648300,6,1308,276,18
M,22,0,555,164313,3,780,242,24
F,20,0,144,57875,12,612,56,6
M,54,1,2630,914747,18,20466,916,30
M,58,1,546,397057,30,5250,271,12
M,23,0,654,230447,18,4482,268,6
M,59,1,830,366852,12,3672,332,30
F,33,0,527,251816,6,1368,226,24
F,52,1,1723,1023390,18,12042,537,12
F,35,1,1095,1088367,12,5448,418,30
M,28,1,2907,883204,24,24936,1206,12
M,40,1,2261,1685756,12,11748,753,24
F,64,1,2277,894041,18,18018,1036,30
F,28,0,697,477199,24,8040,274,3
M,46,1,2999,2022030,30,32790,978,12
F,59,1,740,114316,12,4368,228,30
M,44,1,2857,1515569,12,12660,924,24
M,26,0,352,227647,1,149,153,18
F,52,1,883,770290,24,9672,372,24
F,26,0,637,231757,12,3108,247,1
M,35,0,120,33300,3,120,42,3
M,61,0,425,180157,3,477,211,1
F,38,0,422,379211,18,2952,162,24
F,53,1,1965,1889866,18,10818,798,30
F,18,0,438,71908,12,1572,186,3
F,44,0,466,81817,3,645,161,1
M,62,1,1703,752533,12,7908,799,12
M,57,0,433,304108,3,570,179,12
M,55,1,978,794405,24,9432,444,24
M,46,1,1568,282560,18,8946,756,18
M,57,1,994,318290,30,10560,364,12
F,36,1,1796,1088145,18,12744,868,18
M,41,0,670,110889,1,331,212,6
M,61,0,107,79020,24,840,43,18
F,18,0,346,172745,12,1332,171,3
M,53,1,2224,1053851,12,8376,1083,30
F,40,0,289,11019,1,103,92,24
F,30,0,324,49652,18,1854,107,24
M,47,0,473,338899,12,1800,153,18
M,54,1,2778,659655,12,12828,1113,18
M,28,0,70,57759,6,174,33,6
M,24,0,37,3264,3,33,15,1
F,52,1,1463,232212,30,14610,504,18
F,28,0,234,81233,1,105,97,24
F,60,0,624,370569,24,6000,230,1
M,64,1,2821,2103409,12,12192,1080,18
F,57,0,334,31169,24,3000,158,12
M,38,1,931,11002,24,3480,171,24
F,64,1,244,194326,12,972,119,30
F,20,0,152,105018,18,1206,46,12
M,47,1,2339,457048,18,17244,838,12
F,41,1,1829,640958,18,10152,907,30
M,55,1,831,306694,12,4440,286,18
F,20,1,1651,1452797,24,14544,706,18
F,54,0,581,241502,6,1050,285,1
M,50,1,1746,307311,30,25260,726,18
F,39,1,2197,1084111,24,20208,926,24
F,48,0,246,107847,1,86,122,18
F,63,1,973,895744,24,9888,411,12
M,29,0,397,127982,18,2628,146,1
M,62,1,2602,2519065,12,12048,1040,30
M,31,0,525,12805,18,1008,58,3
M,29,0,440,400105,6,834,176,18
